restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g274707-d15113703,La Saison,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Milicova 412/3, Prague 130 00 Czech Republic",50.09201,14.37686,Unclaimed,,#1723 of 4632 Restaurants in Prague,#2069 of 6176 places to eat in Prague,"Cheap Eats, Thai, Vietnamese",€,€2-€12,"Lunch, Dinner","Thai, Vietnamese",,,N,N,N,"{""Mon"": [""10:00-22:30""], ""Tue"": [""10:00-22:30""], ""Wed"": [""10:00-22:30""], ""Thu"": [""10:00-22:30""], ""Fri"": [""10:00-22:30""], ""Sat"": [""10:00-22:30""], ""Sun"": [""10:00-22:30""]}",7.0,87.5,7.0,5.0,8.0,English,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
g274707-d15114387,zetko.,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"nám. Republiky 656/8 Kotva Department Store, third floor, Prague 110 00 Czech Republic",50.08908,14.428075,Unclaimed,,#2342 of 4632 Restaurants in Prague,#2785 of 6176 places to eat in Prague,"Cafe, Fast food, European, Czech",,,,"Cafe, Fast food, European, Czech, Central European",,,N,N,N,,,,,4.5,5.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15115156,Bistro Ořechovka,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Ořechovce 250/30a, Prague 16200 Czech Republic",50.095165,14.381389,Claimed,,#1540 of 4632 Restaurants in Prague,#1850 of 6176 places to eat in Prague,"Mid-range, Cafe, Barbecue, European",€€-€€€,€4-€14,,"Cafe, Barbecue, European, Pub, Gastropub, Middle Eastern, Central European",,,N,N,N,,,,,4.5,13.0,English,6.0,5.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15115433,2 Steps 2 Heaven Café,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Ondříčkova 1244/15, Prague 13000 Czech Republic",50.07896,14.44858,Claimed,,#316 of 410 Coffee & Tea in Prague,#3207 of 6176 places to eat in Prague,"Cheap Eats, French, European, Czech",€,€1-€6,"Breakfast, Drinks","French, European, Czech",,,N,N,N,"{""Mon"": [], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""11:00-19:00""], ""Sun"": []}",5.0,48.0,5.0,4.5,4.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g274707-d1511573,Mlýnec Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Novotneho lavka 199/9, Prague 110 00 Czech Republic",50.08544,14.41348,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#13 of 4632 Restaurants in Prague,#14 of 6176 places to eat in Prague,"Fine Dining, International, European, Czech",€€€€,€30-€90,"Lunch, Dinner, Brunch, After-hours","European, Czech, Eastern European, Central European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Live Music, Waterfront, Gift Cards Available",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""11:30-15:00"", ""17:00-22:00""], ""Thu"": [""11:30-15:00"", ""17:00-22:00""], ""Fri"": [""11:30-15:00"", ""17:00-22:00""], ""Sat"": [""11:30-15:00"", ""17:00-22:00""], ""Sun"": [""11:30-15:00"", ""17:00-22:00""]}",5.0,42.5,10.0,4.5,3775.0,English,2343.0,1870.0,341.0,104.0,19.0,9.0,4.5,4.5,4.5,4.5,"brunch, tasting menu, veal tartare, amuse bouche, bread"
g274707-d15118116,Puzzle Salads,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Revoluční 7, Prague 110 00 Czech Republic",50.09036,14.427691,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#41 of 119 Quick Bites in Prague,#1246 of 6176 places to eat in Prague,"Cheap Eats, Quick Bites, Fast food, International",€,,"Breakfast, Lunch, Dinner, After-hours, Drinks","Healthy, Fast food, International, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""08:00-22:00""], ""Tue"": [""08:00-22:00""], ""Wed"": [""08:00-22:00""], ""Thu"": [""08:00-22:00""], ""Fri"": [""08:00-22:00""], ""Sat"": [""09:00-22:00""], ""Sun"": [""10:00-20:00""]}",7.0,93.0,7.0,4.5,60.0,English,31.0,20.0,7.0,0.0,2.0,2.0,4.0,4.0,3.5,,"wraps, couscous, salad, chicken, big portions"
g274707-d15118449,Bistro Hezky Česky,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Anglicka 21/336, Prague 120 00 Czech Republic",50.07634,14.434019,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#757 of 4632 Restaurants in Prague,#893 of 6176 places to eat in Prague,"Mid-range, Cafe, International, European",€€-€€€,€5-€15,,"Cafe, European, International, Czech",Vegetarian Friendly,,Y,N,N,,,,,4.5,34.0,English,22.0,16.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,,
g274707-d15123951,Loving Hut,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Spálená 22 Shopping Centre Quadrio, Prague 110 00 Czech Republic",50.081238,14.41999,Unclaimed,,#1797 of 4632 Restaurants in Prague,#2154 of 6176 places to eat in Prague,"Cheap Eats, Healthy",€,,,Healthy,,Takeout,N,N,N,,,,,4.0,13.0,English,5.0,2.0,1.0,1.0,1.0,0.0,,,4.0,,
g274707-d15124774,The Bowls,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Pavla Švandy ze Semčic 388/16, Prague 15000 Czech Republic",50.076893,14.406056,Claimed,,#174 of 410 Coffee & Tea in Prague,#1676 of 6176 places to eat in Prague,"Cheap Eats, Cafe, European, Hawaiian",€,€5-€9,"Breakfast, Lunch, Brunch","Cafe, European, Hawaiian",,,N,N,N,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""10:00-17:30""], ""Sun"": []}",6.0,62.5,6.0,4.5,26.0,English,12.0,11.0,1.0,0.0,0.0,0.0,5.0,5.0,4.5,,"brunch, tuna, poke bowl, salad, ingredients"
g274707-d15127975,District 3 Bistro,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Řehořova 15, Prague 13000 Czech Republic",50.08625,14.441619,Claimed,,#3430 of 4632 Restaurants in Prague,#3975 of 6176 places to eat in Prague,"Cheap Eats, Bar, Pub",€,€2-€9,"Lunch, Dinner, Drinks","Bar, Pub",,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [], ""Sun"": []}",5.0,55.0,5.0,4.0,2.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g274707-d15128209,Proste kafe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Kodanska 53, Prague 10100 Czech Republic",50.07105,14.45876,Unclaimed,,#2158 of 4632 Restaurants in Prague,#2573 of 6176 places to eat in Prague,Cafe,,,,Cafe,,,N,N,N,,,,,5.0,5.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g274707-d15132353,Food Lab Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Haštalská 749/4, Prague 110 00 Czech Republic",50.0905,14.42334,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#370 of 4632 Restaurants in Prague,#427 of 6176 places to eat in Prague,"Mid-range, International, European, Gastropub",€€-€€€,,"Breakfast, Lunch, Dinner","International, Gastropub, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,108.0,7.0,4.5,187.0,English,117.0,81.0,17.0,9.0,5.0,5.0,4.5,4.5,4.5,,"brunch, duck, bao, mango salad, chocolate sphere"
g274707-d15133163,Pho 88,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Preslova 1286/13, Prague 150 00 Czech Republic",50.07457,14.4063,Unclaimed,,#2504 of 4632 Restaurants in Prague,#2970 of 6176 places to eat in Prague,Mid-range,€€-€€€,,,,,,N,N,N,,,,,4.5,4.0,English,3.0,2.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15133168,Tady a ted,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Belidle 31, Prague 15000 Czech Republic",50.07149,14.40512,Claimed,,#1879 of 4632 Restaurants in Prague,#2248 of 6176 places to eat in Prague,"Cheap Eats, Italian, Mediterranean, European",€,€3-€13,"Breakfast, Lunch, Dinner, Drinks","Italian, Mediterranean, European, Czech, Central European",,,N,N,N,"{""Mon"": [""08:00-20:00""], ""Tue"": [""08:00-21:30""], ""Wed"": [""08:00-21:30""], ""Thu"": [""08:00-21:30""], ""Fri"": [""08:00-21:30""], ""Sat"": [], ""Sun"": []}",5.0,66.0,5.0,4.5,12.0,English,6.0,4.0,1.0,0.0,1.0,0.0,,,,,
g274707-d1513354,KOBE Steak Grill Sushi Restaurant Vaclavske nam.,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Vaclavske namesti 837/11, Prague 110 00 Czech Republic",50.08327,14.425157,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#342 of 4632 Restaurants in Prague,#396 of 6176 places to eat in Prague,"Fine Dining, Japanese, Asian, Vegetarian Friendly",€€€€,€0-€4,,"Japanese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:30-00:00""], ""Tue"": [""11:30-00:00""], ""Wed"": [""11:30-00:00""], ""Thu"": [""11:30-00:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-00:00""]}",7.0,87.5,7.0,4.0,711.0,English,380.0,187.0,126.0,35.0,18.0,14.0,4.5,4.5,4.0,4.0,"sushi, steak, recommend this restaurant, visit prague, nice restaurant"
g274707-d1513527,Choco Café,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Liliova 4/250, Prague Czech Republic",50.08454,14.416645,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#13 of 410 Coffee & Tea in Prague,#139 of 6176 places to eat in Prague,"Mid-range, Dessert, Cafe, European",€€-€€€,,"Breakfast, Brunch, Drinks","Cafe, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-19:00""], ""Tue"": [""11:00-19:00""], ""Wed"": [""11:00-19:00""], ""Thu"": [""11:00-19:00""], ""Fri"": [""11:00-19:00""], ""Sat"": [""11:00-19:00""], ""Sun"": [""11:00-19:00""]}",7.0,56.0,7.0,4.5,963.0,English,550.0,359.0,121.0,42.0,16.0,12.0,4.5,4.0,4.5,4.5,"cakes, bruschettas, chocolate drink, cheesecake, quiche"
g274707-d15137056,Dolcemente Cafe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Italská 5, Prague Czech Republic",50.07647,14.435167,Unclaimed,,#215 of 410 Coffee & Tea in Prague,#1970 of 6176 places to eat in Prague,"Italian, Cafe",,,,"Cafe, Italian",,Reservations,N,N,N,,,,,5.0,9.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15137059,Street Burger Bistro,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"U Luzickeho seminare 92/15, Prague 11800 Czech Republic",50.087788,14.40869,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#71 of 4632 Restaurants in Prague,#83 of 6176 places to eat in Prague,"Mid-range, American, Bar, Fast food",€€-€€€,,"Lunch, Dinner","Fast food, International, Soups, American, Bar",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Takeout, Highchairs Available, Wine and Beer, Digital Payments, Free Wifi",N,N,N,"{""Mon"": [""11:00-20:00""], ""Tue"": [""11:00-20:00""], ""Wed"": [""11:00-20:00""], ""Thu"": [""11:00-20:00""], ""Fri"": [""11:00-20:00""], ""Sat"": [""11:00-20:00""], ""Sun"": [""11:00-20:00""]}",7.0,63.0,7.0,4.5,127.0,English,44.0,36.0,4.0,3.0,1.0,0.0,4.5,4.5,4.5,,
g274707-d15139469,Pizzerie Grosseto,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Jugoslávských Partyzánů 8, Prague 16000 Czech Republic",50.103245,14.395514,Unclaimed,,#1969 of 4632 Restaurants in Prague,#2352 of 6176 places to eat in Prague,"Mid-range, Italian",€€-€€€,,,Italian,,,N,N,N,,,,,4.5,7.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d15140219,Allfresh,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Pankráci 1724/129, Prague 14000 Czech Republic",50.05103,14.440897,Unclaimed,,#91 of 119 Quick Bites in Prague,#2819 of 6176 places to eat in Prague,"Cheap Eats, Quick Bites, European, Czech",€,€1-€8,,"European, Czech",,,N,N,N,,,,,5.0,4.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15143873,Fu Gui Lou,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na Pankráci 1291/101, Prague 14000 Czech Republic",50.05542,14.43616,Unclaimed,,#3838 of 4632 Restaurants in Prague,#4405 of 6176 places to eat in Prague,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:30-22:30""], ""Tue"": [""10:30-22:30""], ""Wed"": [""10:30-22:30""], ""Thu"": [""10:30-22:30""], ""Fri"": [""10:30-22:30""], ""Sat"": [""11:30-22:30""], ""Sun"": [""11:30-22:30""]}",7.0,82.0,7.0,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15143899,Food House 18,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Cernokostelecka 18/919, Prague 100 00 Czech Republic",50.00444,14.65656,Unclaimed,,#4039 of 4632 Restaurants in Prague,#4623 of 6176 places to eat in Prague,"Mid-range, International, European, Czech",€€-€€€,,,"International, European, Czech",,,N,N,N,,,,,3.0,8.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g274707-d15147651,Trdelník 1923,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Melantrichova, Prague 110 00 Czech Republic",50.08553,14.42089,Unclaimed,,#2554 of 4632 Restaurants in Prague,#3024 of 6176 places to eat in Prague,"Cheap Eats, European, Czech",€,,,"European, Czech",,,N,N,N,,,,,4.0,7.0,English,2.0,0.0,0.0,1.0,0.0,1.0,,,,,
g274707-d1514797,Back Doors,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Na belidle 310/30, Prague 150 00 Czech Republic",50.071743,14.406308,Claimed,Certificate of Excellence 2016,#1206 of 4632 Restaurants in Prague,#1435 of 6176 places to eat in Prague,"Mid-range, American, Bar, European",€€-€€€,€3-€15,"Lunch, Dinner, Drinks","Bar, American, European, Central European",,,N,N,N,"{""Mon"": [""11:00-15:00"", ""18:00-01:00""], ""Tue"": [""11:00-15:00"", ""18:00-01:00""], ""Wed"": [""11:00-15:00"", ""18:00-01:00""], ""Thu"": [""11:00-15:00"", ""18:00-01:00""], ""Fri"": [""11:00-15:00"", ""18:00-02:00""], ""Sat"": [""18:00-02:00""], ""Sun"": []}",6.0,64.0,11.0,4.5,50.0,English,22.0,12.0,8.0,0.0,0.0,2.0,4.5,4.5,4.5,4.5,
g274707-d15151167,Nem Viet,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Koněvova 1601/140, Prague 13000 Czech Republic",50.09104,14.472743,Claimed,,#1490 of 4632 Restaurants in Prague,#1784 of 6176 places to eat in Prague,"Cheap Eats, Thai, Vietnamese",€,€2-€5,"Lunch, Dinner","Vietnamese, Thai",,,N,N,N,"{""Mon"": [""10:00-21:00""], ""Tue"": [""10:00-21:00""], ""Wed"": [""10:00-21:00""], ""Thu"": [""10:00-21:00""], ""Fri"": [""10:00-21:00""], ""Sat"": [""10:00-21:00""], ""Sun"": [""10:00-21:00""]}",7.0,77.0,7.0,4.5,15.0,English,9.0,6.0,2.0,1.0,0.0,0.0,4.5,4.5,4.5,,
g274707-d15152376,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Českomoravská 2420/15a, Prague 19093 Czech Republic",50.1039,14.4908,Claimed,,,,"Cheap Eats, Cafe",€,€1-€4,,Cafe,,,N,N,N,"{""Mon"": [""07:30-21:00""], ""Tue"": [""07:30-21:00""], ""Wed"": [""07:30-21:00""], ""Thu"": [""07:30-21:00""], ""Fri"": [""07:30-21:00""], ""Sat"": [""09:00-21:00""], ""Sun"": [""09:00-21:00""]}",7.0,91.5,7.0,,,,,,,,,,,,,,
g274707-d15152414,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Radlická 117, Prague 15800 Czech Republic",50.049297,14.355723,Claimed,,,,"Cheap Eats, Cafe",€,€1-€4,,Cafe,,,N,N,N,"{""Mon"": [""07:30-21:00""], ""Tue"": [""07:30-21:00""], ""Wed"": [""07:30-21:00""], ""Thu"": [""07:30-21:00""], ""Fri"": [""07:30-21:00""], ""Sat"": [""09:00-21:00""], ""Sun"": [""09:00-21:00""]}",7.0,91.5,7.0,,,,,,,,,,,,,,
g274707-d15152431,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Spálená 2121/22, Prague 11000 Czech Republic",50.08162,14.41973,Claimed,,#340 of 410 Coffee & Tea in Prague,#3667 of 6176 places to eat in Prague,"Cheap Eats, Cafe",€,€1-€4,,Cafe,,,N,N,N,"{""Mon"": [""07:00-21:00""], ""Tue"": [""07:00-21:00""], ""Wed"": [""07:00-21:00""], ""Thu"": [""07:00-21:00""], ""Fri"": [""07:00-21:00""], ""Sat"": [""07:00-21:00""], ""Sun"": [""08:00-21:00""]}",7.0,97.0,7.0,3.5,8.0,English,2.0,0.0,0.0,1.0,1.0,0.0,,,,,
g274707-d15154616,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Jecna 512/18, Prague 12000 Czech Republic",50.075478,14.424342,Claimed,,#286 of 410 Coffee & Tea in Prague,#2764 of 6176 places to eat in Prague,"Cheap Eats, Cafe",€,€1-€4,,Cafe,,,N,N,N,"{""Mon"": [""07:00-21:00""], ""Tue"": [""07:00-21:00""], ""Wed"": [""07:00-21:00""], ""Thu"": [""07:00-21:00""], ""Fri"": [""07:00-21:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-20:00""]}",7.0,94.0,7.0,5.0,4.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g274707-d15154620,Costa Coffee,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Metro A - Mustek, Prague 11000 Czech Republic",50.082993,14.422346,Claimed,,#358 of 410 Coffee & Tea in Prague,#3992 of 6176 places to eat in Prague,"Cheap Eats, Cafe",€,€1-€4,,Cafe,,,N,N,N,"{""Mon"": [""07:00-19:00""], ""Tue"": [""07:00-19:00""], ""Wed"": [""07:00-19:00""], ""Thu"": [""07:00-19:00""], ""Fri"": [""07:00-19:00""], ""Sat"": [""08:00-19:00""], ""Sun"": [""08:00-19:00""]}",7.0,82.0,7.0,4.0,2.0,All languages,2.0,1.0,0.0,1.0,0.0,0.0,,,,,
g274707-d1515709,Dinitz Kosher Restaurant,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Bilkova 869/12 Josefov, Prague 110 00 Czech Republic",50.0911,14.421006,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013",#671 of 4632 Restaurants in Prague,#792 of 6176 places to eat in Prague,"Mid-range, Mediterranean, Middle Eastern, Israeli",€€-€€€,,"Lunch, Dinner","Middle Eastern, Mediterranean, Israeli","Vegan Options, Kosher, Vegetarian Friendly",,Y,Y,N,"{""Mon"": [""11:30-22:00""], ""Tue"": [""11:30-22:00""], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-15:00""], ""Sat"": [], ""Sun"": [""11:30-22:00""]}",6.0,56.0,6.0,4.0,363.0,English,215.0,94.0,69.0,30.0,14.0,8.0,4.0,4.0,3.5,4.0,
g274707-d1516182,Hard Rock Cafe,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Male namesti 142/3 Dum U Rotta, Prague 110 00 Czech Republic",50.086685,14.419326,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#348 of 4632 Restaurants in Prague,#404 of 6176 places to eat in Prague,"Mid-range, American, Bar, Vegetarian Friendly",€€-€€€,€6-€27,,"American, Bar","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""11:30-20:00""], ""Tue"": [""11:30-20:00""], ""Wed"": [""11:30-20:00""], ""Thu"": [""11:30-20:00""], ""Fri"": [""11:30-20:00""], ""Sat"": [""11:30-20:00""], ""Sun"": [""11:30-20:00""]}",7.0,59.5,7.0,4.0,6654.0,English,3101.0,1518.0,958.0,386.0,122.0,117.0,4.0,4.5,4.0,4.5,"burger, fajitas, fries, chicken, american food"
g274707-d1516302,Vinicni Altan,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Havlickovy Sady, 1369 Vinohrady, Prague Czech Republic",50.068523,14.444377,Unclaimed,,#1775 of 4632 Restaurants in Prague,#2132 of 6176 places to eat in Prague,"Mid-range, European, Wine Bar, Czech",€€-€€€,,"Lunch, Dinner, Drinks","Wine Bar, European, Czech, Central European",,"Outdoor Seating, Seating, Serves Alcohol, Reservations, Table Service",N,N,N,"{""Mon"": [""11:00-22:30""], ""Tue"": [""11:00-22:30""], ""Wed"": [""11:00-22:30""], ""Thu"": [""11:00-22:30""], ""Fri"": [""11:00-22:30""], ""Sat"": [""11:00-22:30""], ""Sun"": [""11:00-22:30""]}",7.0,80.5,7.0,4.0,52.0,English,31.0,11.0,12.0,1.0,3.0,4.0,3.5,3.5,4.0,4.5,
g274707-d1516958,U Mlynare,"[""Europe"", ""Czech Republic"", ""Bohemia"", ""Prague""]",Czech Republic,Bohemia,,Prague,"Nerudova 213/18, Prague 118 00 Czech Republic",50.088676,14.400851,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#194 of 4632 Restaurants in Prague,#224 of 6176 places to eat in Prague,"Mid-range, Bar, International, European",€€-€€€,€2-€14,"Lunch, Dinner, Brunch","Bar, European, Eastern European, Central European, International",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Reservations, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service, Wine and Beer",Y,N,N,"{""Mon"": [""11:00-22:30""], ""Tue"": [""11:00-22:30""], ""Wed"": [""11:00-22:30""], ""Thu"": [""11:00-22:30""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,82.0,7.0,4.5,1338.0,English,471.0,289.0,121.0,29.0,16.0,16.0,4.5,4.5,4.5,4.5,"goulash, pork ribs, potatoes, cheap beer, prague castle"
